Probe,logFC,p.val,adj.p.val
1632560_at,-1.15E-01,1.09E-03,2.07E-02
1635364_at,2.16E-01,1.10E-03,2.07E-02
1632838_at,-1.30E-01,1.10E-03,2.08E-02
1640005_at,1.27E-01,1.10E-03,2.08E-02
1627018_s_at,-9.43E-02,1.10E-03,2.08E-02
1626673_s_at,6.69E-02,1.10E-03,2.08E-02
1624599_at,-4.51E-01,1.11E-03,2.08E-02
1630761_at,4.61E-01,1.11E-03,2.08E-02
1625281_at,5.56E-01,1.11E-03,2.08E-02
1637873_at,2.38E-01,1.11E-03,2.08E-02
1626996_s_at,1.29E-01,1.11E-03,2.08E-02
1636708_at,7.74E-02,1.12E-03,2.09E-02
1636943_s_at,-1.40E-01,1.12E-03,2.10E-02
1626100_at,-1.47E-01,1.13E-03,2.11E-02
1637485_at,-2.26E-01,1.14E-03,2.13E-02
1640918_at,-2.57E-01,1.14E-03,2.13E-02
1624133_at,-1.10E-01,1.15E-03,2.14E-02
1629546_at,-1.79E-01,1.15E-03,2.14E-02
1624235_at,1.85E-01,1.15E-03,2.15E-02
1626720_at,-2.22E-01,1.16E-03,2.15E-02
1633870_at,-2.12E-01,1.16E-03,2.15E-02
1636782_at,5.80E-01,1.16E-03,2.16E-02
1627977_at,1.25E-01,1.17E-03,2.16E-02
1635207_at,-1.22E-01,1.18E-03,2.18E-02
1626438_at,2.35E-01,1.19E-03,2.19E-02
1625961_at,-9.65E-02,1.19E-03,2.19E-02
1624062_at,-1.30E-01,1.20E-03,2.21E-02
1638051_at,1.48E-01,1.20E-03,2.21E-02
1627817_at,-4.15E-01,1.20E-03,2.22E-02
1636081_at,1.31E-01,1.20E-03,2.22E-02
1637067_at,-1.90E-01,1.21E-03,2.22E-02
1623732_at,5.75E-01,1.22E-03,2.23E-02
1628474_at,1.62E-01,1.22E-03,2.24E-02
1626802_a_at,1.99E-01,1.22E-03,2.24E-02
1630361_at,2.30E-01,1.22E-03,2.24E-02
1635987_at,-3.06E-01,1.22E-03,2.24E-02
1630561_at,-3.28E-01,1.23E-03,2.24E-02
1628604_at,2.09E-01,1.23E-03,2.25E-02
1629483_at,-1.97E-01,1.24E-03,2.26E-02
1623478_at,-2.09E-01,1.24E-03,2.26E-02
1638597_s_at,-1.44E-01,1.24E-03,2.26E-02
1637027_s_at,-1.25E-01,1.25E-03,2.27E-02
1636470_at,-1.90E-01,1.25E-03,2.27E-02
1628599_at,-1.24E-01,1.25E-03,2.27E-02
1628408_at,2.58E-01,1.25E-03,2.27E-02
1633882_at,-2.29E-01,1.25E-03,2.27E-02
1628110_s_at,1.64E-01,1.26E-03,2.28E-02
1637469_at,1.24E-01,1.26E-03,2.28E-02
1632676_s_at,1.15E-01,1.26E-03,2.28E-02
1635607_at,-1.85E-01,1.27E-03,2.29E-02
1637174_s_at,1.61E-01,1.27E-03,2.29E-02
1626723_at,-1.21E-01,1.27E-03,2.29E-02
1624759_s_at,1.79E-01,1.28E-03,2.30E-02
1637670_s_at,-1.45E-01,1.28E-03,2.30E-02
1639044_at,2.14E-01,1.28E-03,2.30E-02
1636868_at,7.94E-02,1.28E-03,2.30E-02
1638750_at,-1.75E-01,1.28E-03,2.30E-02
1625532_at,-1.68E-01,1.28E-03,2.30E-02
1640231_a_at,2.04E-01,1.30E-03,2.33E-02
1626278_at,1.25E-01,1.30E-03,2.33E-02
1640831_at,1.62E-01,1.30E-03,2.33E-02
1625722_at,9.22E-02,1.31E-03,2.33E-02
1631036_at,-1.39E-01,1.31E-03,2.33E-02
1623787_at,-2.77E-01,1.31E-03,2.33E-02
1628720_at,8.88E-01,1.31E-03,2.34E-02
1633452_a_at,1.60E-01,1.31E-03,2.34E-02
1629906_s_at,-1.92E-01,1.33E-03,2.36E-02
1639048_a_at,-1.34E-01,1.33E-03,2.37E-02
1625688_at,-1.74E-01,1.34E-03,2.37E-02
1632260_s_at,1.69E-01,1.34E-03,2.38E-02
1631883_at,-1.14E-01,1.34E-03,2.38E-02
1623916_at,-1.41E-01,1.35E-03,2.38E-02
1632972_at,1.91E-01,1.35E-03,2.39E-02
1636463_at,-1.17E-01,1.36E-03,2.40E-02
1624745_at,1.56E-01,1.36E-03,2.40E-02
1635469_at,1.27E-01,1.37E-03,2.40E-02
1629098_at,-4.32E-01,1.38E-03,2.43E-02
1631165_at,2.48E-01,1.38E-03,2.43E-02
1633312_at,1.20E-01,1.39E-03,2.45E-02
1633749_at,-2.38E-01,1.40E-03,2.45E-02
1624828_at,-1.10E-01,1.41E-03,2.47E-02
1631369_at,-4.76E-01,1.41E-03,2.47E-02
1623383_at,7.29E-02,1.42E-03,2.48E-02
1635210_a_at,-2.48E-01,1.44E-03,2.51E-02
1623452_at,-1.30E-01,1.44E-03,2.51E-02
1634267_at,-1.05E-01,1.44E-03,2.51E-02
1631851_at,2.05E-01,1.44E-03,2.51E-02
1629486_at,-1.37E-01,1.44E-03,2.51E-02
1634170_a_at,1.40E-01,1.45E-03,2.52E-02
1636419_at,1.67E-01,1.45E-03,2.52E-02
1627170_at,-1.11E-01,1.45E-03,2.52E-02
1626940_at,-1.04E-01,1.45E-03,2.52E-02
1640492_at,9.81E-02,1.45E-03,2.52E-02
1627982_at,2.28E-01,1.45E-03,2.52E-02
1626411_at,9.77E-02,1.46E-03,2.52E-02
1628149_a_at,-8.46E-02,1.46E-03,2.52E-02
1635231_at,-1.07E-01,1.46E-03,2.53E-02
1632790_at,2.92E-01,1.47E-03,2.54E-02
1629228_at,2.17E-01,1.47E-03,2.54E-02
1637697_at,-1.06E-01,1.47E-03,2.54E-02
1628387_s_at,1.67E-01,1.47E-03,2.54E-02
1635890_at,-1.13E-01,1.48E-03,2.55E-02
1626750_at,-1.36E-01,1.48E-03,2.55E-02
1623972_a_at,8.08E-02,1.48E-03,2.55E-02
1623083_at,1.93E-01,1.49E-03,2.55E-02
1639727_at,1.25E-01,1.49E-03,2.56E-02
1633380_at,1.91E-01,1.49E-03,2.56E-02
1640052_at,2.76E-01,1.50E-03,2.57E-02
1640656_a_at,-9.22E-02,1.51E-03,2.58E-02
1636738_at,-1.63E-01,1.51E-03,2.58E-02
1623942_at,-2.30E-01,1.52E-03,2.59E-02
1634184_a_at,1.91E-01,1.52E-03,2.59E-02
1638457_at,1.11E-01,1.55E-03,2.64E-02
1625694_at,-1.12E-01,1.56E-03,2.65E-02
1636292_at,-2.15E-01,1.57E-03,2.67E-02
1629442_at,1.24E-01,1.57E-03,2.67E-02
1629489_at,-1.58E-01,1.59E-03,2.69E-02
1626908_at,-2.63E-01,1.59E-03,2.69E-02
1623134_at,1.79E-01,1.59E-03,2.70E-02
1631452_at,-2.67E-01,1.60E-03,2.71E-02
1639196_at,-4.76E-01,1.61E-03,2.72E-02
1640535_s_at,-1.45E-01,1.61E-03,2.72E-02
1633617_at,1.60E-01,1.61E-03,2.72E-02
1635136_at,-1.20E-01,1.61E-03,2.72E-02
1627004_at,1.01E-01,1.62E-03,2.72E-02
1623813_at,-2.24E-01,1.62E-03,2.72E-02
1626422_at,-1.03E-01,1.62E-03,2.73E-02
1632822_at,8.83E-02,1.63E-03,2.73E-02
1640595_at,1.11E-01,1.63E-03,2.73E-02
1624580_at,1.44E-01,1.63E-03,2.73E-02
1631175_a_at,1.19E-01,1.63E-03,2.73E-02
1625044_at,-1.65E-01,1.63E-03,2.74E-02
1637685_at,-9.16E-02,1.64E-03,2.74E-02
1638231_at,-1.68E-01,1.65E-03,2.75E-02
1639372_s_at,2.48E-01,1.65E-03,2.75E-02
1624040_at,-1.03E-01,1.65E-03,2.75E-02
1626579_at,-1.13E-01,1.66E-03,2.76E-02
1627439_at,-1.26E-01,1.66E-03,2.77E-02
1623743_at,-1.33E-01,1.67E-03,2.77E-02
1632345_at,4.13E-01,1.67E-03,2.77E-02
1630661_at,1.48E-01,1.67E-03,2.77E-02
1636482_at,1.15E-01,1.67E-03,2.77E-02
1633876_at,-1.50E-01,1.68E-03,2.78E-02
1627146_at,-9.47E-02,1.68E-03,2.79E-02
1641660_at,1.49E-01,1.69E-03,2.80E-02
1626074_at,-1.31E-01,1.69E-03,2.80E-02
1627445_s_at,2.16E-01,1.69E-03,2.80E-02
1623254_s_at,1.29E-01,1.70E-03,2.81E-02
1625511_at,1.47E-01,1.71E-03,2.82E-02
1623773_at,-1.16E-01,1.71E-03,2.82E-02
1639943_at,-1.44E-01,1.72E-03,2.83E-02
1628402_a_at,-1.07E-01,1.72E-03,2.83E-02
1623906_at,-1.42E-01,1.73E-03,2.84E-02
1638000_at,8.08E-01,1.73E-03,2.84E-02
1636579_s_at,1.26E-01,1.73E-03,2.84E-02
1623556_at,-2.25E-01,1.74E-03,2.86E-02
1623392_at,-1.03E-01,1.75E-03,2.86E-02
1635800_at,1.65E-01,1.75E-03,2.86E-02
1629399_at,-1.51E-01,1.76E-03,2.87E-02
1628261_at,-2.08E-01,1.76E-03,2.87E-02
1641746_at,-1.49E-01,1.76E-03,2.87E-02
1632402_at,1.03E-01,1.76E-03,2.87E-02
1634177_a_at,-1.88E-01,1.77E-03,2.88E-02
1633836_a_at,1.39E-01,1.77E-03,2.88E-02
1640745_at,-1.24E-01,1.77E-03,2.88E-02
1623573_s_at,7.81E-02,1.78E-03,2.90E-02
1639074_at,-1.11E-01,1.79E-03,2.90E-02
1623907_at,-1.04E-01,1.80E-03,2.92E-02
1638878_at,-1.95E-01,1.81E-03,2.93E-02
1641423_at,1.31E-01,1.81E-03,2.94E-02
1623298_at,-1.81E-01,1.81E-03,2.94E-02
1626264_at,1.55E-01,1.82E-03,2.94E-02
1639105_at,-1.10E-01,1.83E-03,2.95E-02
1634178_at,1.12E-01,1.84E-03,2.97E-02
1639237_at,-1.07E-01,1.85E-03,2.99E-02
1623896_a_at,8.25E-02,1.85E-03,2.99E-02
1625984_at,-9.90E-02,1.85E-03,2.99E-02
1625634_at,8.82E-02,1.86E-03,3.00E-02
1636905_at,3.12E-01,1.87E-03,3.00E-02
1637142_at,-1.40E-01,1.88E-03,3.02E-02
1630456_at,1.96E-01,1.89E-03,3.03E-02
1627239_s_at,6.72E-02,1.89E-03,3.04E-02
1640405_at,-1.95E-01,1.90E-03,3.04E-02
1638797_a_at,1.15E-01,1.90E-03,3.04E-02
1635570_a_at,1.63E-01,1.90E-03,3.04E-02
1632621_at,1.76E-01,1.90E-03,3.04E-02
1627453_s_at,7.65E-02,1.90E-03,3.04E-02
1630842_s_at,-3.48E-01,1.90E-03,3.04E-02
1626514_at,-7.38E-02,1.91E-03,3.04E-02
1630526_at,-7.72E-02,1.91E-03,3.04E-02
1626724_at,-2.19E-01,1.91E-03,3.04E-02
1624695_at,-1.75E-01,1.91E-03,3.04E-02
1624454_at,-1.93E-01,1.91E-03,3.04E-02
1633723_at,1.25E-01,1.92E-03,3.04E-02
1629347_at,1.99E-01,1.92E-03,3.04E-02
1632273_at,1.53E-01,1.93E-03,3.07E-02
1635664_at,1.07E-01,1.94E-03,3.07E-02
1631858_at,2.25E-01,1.94E-03,3.07E-02
1631977_at,1.66E-01,1.94E-03,3.07E-02
1632235_at,1.42E-01,1.95E-03,3.07E-02
1641623_at,1.28E-01,1.95E-03,3.08E-02
1631270_at,-1.72E-01,1.96E-03,3.09E-02
1638652_at,1.01E-01,1.96E-03,3.09E-02
1632927_at,-1.66E-01,1.96E-03,3.09E-02
1625230_a_at,9.68E-02,1.96E-03,3.09E-02
1623197_a_at,1.26E-01,1.96E-03,3.09E-02
1639814_at,1.29E-01,1.97E-03,3.09E-02
1627682_at,-2.52E-01,1.97E-03,3.10E-02
1626869_a_at,-1.27E-01,1.98E-03,3.10E-02
1626027_at,5.65E-01,1.98E-03,3.10E-02
1627155_s_at,1.33E-01,1.98E-03,3.10E-02
1640411_at,1.19E-01,1.98E-03,3.10E-02
1641091_at,-1.15E-01,1.99E-03,3.11E-02
1629180_at,8.63E-02,1.99E-03,3.11E-02
1632695_at,-3.37E-01,2.00E-03,3.12E-02
1631020_at,-1.19E-01,2.00E-03,3.12E-02
1631076_at,-1.51E-01,2.00E-03,3.12E-02
1636921_at,-1.54E-01,2.00E-03,3.12E-02
1631471_at,1.92E-01,2.01E-03,3.12E-02
1636795_at,1.00E-01,2.01E-03,3.12E-02
1633084_at,-9.96E-02,2.01E-03,3.12E-02
1637730_at,1.25E-01,2.02E-03,3.14E-02
1636730_at,-1.15E-01,2.03E-03,3.15E-02
1627047_at,2.89E-01,2.03E-03,3.15E-02
1637229_a_at,1.82E-01,2.04E-03,3.15E-02
1637937_at,2.21E-01,2.04E-03,3.15E-02
1634573_a_at,1.11E-01,2.05E-03,3.16E-02
1639454_at,3.88E-01,2.05E-03,3.16E-02
1636736_s_at,1.61E-01,2.06E-03,3.17E-02
1641456_at,-8.44E-02,2.07E-03,3.18E-02
1641510_at,8.01E-02,2.07E-03,3.18E-02
1639923_at,1.68E-01,2.08E-03,3.19E-02
1639894_at,2.22E-01,2.08E-03,3.20E-02
1623398_at,-5.47E-01,2.08E-03,3.20E-02
1630000_at,8.45E-02,2.09E-03,3.21E-02
1641143_s_at,-1.43E-01,2.10E-03,3.22E-02
1637611_at,6.48E-02,2.10E-03,3.22E-02
1624427_at,8.86E-02,2.12E-03,3.24E-02
1623946_at,-9.28E-02,2.12E-03,3.24E-02
1625957_at,-1.97E-01,2.13E-03,3.25E-02
1625517_at,8.41E-02,2.13E-03,3.25E-02
1641199_a_at,-1.72E-01,2.13E-03,3.25E-02
1634439_at,2.06E-01,2.13E-03,3.25E-02
1636541_at,9.15E-02,2.13E-03,3.25E-02
1624509_at,-2.86E-01,2.13E-03,3.25E-02
1640755_at,-4.45E-01,2.13E-03,3.25E-02
1629647_at,-6.78E-02,2.14E-03,3.26E-02
1631388_at,8.01E-02,2.15E-03,3.27E-02
1633490_at,-1.54E-01,2.17E-03,3.29E-02
1627627_at,-1.01E-01,2.17E-03,3.30E-02
1639230_at,1.55E-01,2.18E-03,3.30E-02
1639502_at,-2.01E-01,2.18E-03,3.30E-02
1628118_at,1.57E-01,2.18E-03,3.30E-02
1625880_at,1.52E-01,2.18E-03,3.30E-02
1625629_at,-1.32E-01,2.19E-03,3.30E-02
1634809_s_at,1.96E-01,2.19E-03,3.31E-02
1630170_at,1.25E-01,2.21E-03,3.33E-02
1633980_at,9.33E-02,2.22E-03,3.34E-02
1638962_at,1.00E-01,2.23E-03,3.35E-02
1637539_a_at,1.31E-01,2.23E-03,3.35E-02
1640802_at,-1.25E-01,2.23E-03,3.35E-02
1637341_at,7.91E-02,2.24E-03,3.36E-02
1623126_at,-2.34E-01,2.24E-03,3.36E-02
1633111_at,1.51E-01,2.24E-03,3.36E-02
1625651_at,2.12E-01,2.25E-03,3.36E-02
1624273_at,-1.72E-01,2.25E-03,3.36E-02
1631800_at,1.62E-01,2.25E-03,3.36E-02
1627091_at,-1.13E-01,2.25E-03,3.37E-02
1631334_at,8.72E-02,2.26E-03,3.37E-02
1625202_at,-1.11E-01,2.27E-03,3.39E-02
1630890_at,-1.01E-01,2.28E-03,3.40E-02
1623991_s_at,-8.37E-02,2.28E-03,3.40E-02
1629115_s_at,1.47E-01,2.29E-03,3.40E-02
1640205_at,-1.21E-01,2.30E-03,3.43E-02
1631797_at,1.66E-01,2.31E-03,3.44E-02
1638935_at,-1.53E-01,2.33E-03,3.46E-02
1631608_at,3.46E-01,2.33E-03,3.46E-02
1630419_a_at,-3.76E-01,2.34E-03,3.47E-02
1632921_at,-6.37E-01,2.35E-03,3.48E-02
1624442_at,1.46E-01,2.36E-03,3.50E-02
1635032_a_at,-1.71E-01,2.37E-03,3.51E-02
1640942_at,-1.34E-01,2.38E-03,3.52E-02
1629333_at,-1.26E-01,2.38E-03,3.52E-02
1628981_at,2.33E-01,2.41E-03,3.56E-02
1636546_s_at,7.07E-02,2.42E-03,3.56E-02
1626854_at,1.80E-01,2.42E-03,3.57E-02
1624074_at,-3.09E-01,2.42E-03,3.57E-02
1632488_a_at,8.56E-02,2.42E-03,3.57E-02
1634562_s_at,8.59E-02,2.44E-03,3.59E-02
1623840_at,-1.42E-01,2.46E-03,3.61E-02
1627001_at,-9.54E-02,2.46E-03,3.61E-02
1633649_s_at,1.84E-01,2.47E-03,3.63E-02
1626146_at,-9.41E-02,2.48E-03,3.63E-02
1635906_at,-8.03E-02,2.49E-03,3.64E-02
1631758_at,-8.46E-02,2.49E-03,3.64E-02
1639205_s_at,-8.78E-02,2.49E-03,3.64E-02
1636257_at,-1.07E-01,2.50E-03,3.65E-02
1638064_a_at,1.38E-01,2.51E-03,3.66E-02
1634729_at,2.25E-01,2.51E-03,3.67E-02
1627890_at,-2.12E-01,2.52E-03,3.67E-02
1640880_s_at,-1.33E-01,2.53E-03,3.68E-02
1631971_at,1.23E-01,2.53E-03,3.69E-02
1641306_at,9.25E-02,2.54E-03,3.69E-02
1638486_at,1.34E-01,2.54E-03,3.69E-02
1626980_at,-1.43E-01,2.56E-03,3.71E-02
1627862_at,1.55E-01,2.56E-03,3.71E-02
1634651_at,1.90E-01,2.56E-03,3.71E-02
1625962_at,-1.03E-01,2.57E-03,3.72E-02
1631104_s_at,1.17E-01,2.57E-03,3.72E-02
1633025_at,-1.21E-01,2.58E-03,3.72E-02
1623372_at,-1.88E-01,2.58E-03,3.72E-02
1626815_a_at,1.50E-01,2.58E-03,3.72E-02
1639550_a_at,-2.25E-01,2.58E-03,3.72E-02
1640587_at,3.23E-01,2.58E-03,3.72E-02
1639564_a_at,-1.37E-01,2.58E-03,3.72E-02
1628745_at,2.78E-01,2.59E-03,3.73E-02
1637531_at,4.35E-01,2.59E-03,3.73E-02
1633841_at,-1.52E-01,2.59E-03,3.73E-02
1632194_at,-1.10E-01,2.61E-03,3.75E-02
1639624_at,1.49E-01,2.62E-03,3.76E-02
1631569_s_at,1.01E-01,2.62E-03,3.77E-02
1635686_at,-1.07E-01,2.64E-03,3.78E-02
1641677_at,1.61E-01,2.64E-03,3.78E-02
1635450_a_at,2.30E-01,2.65E-03,3.79E-02
1636566_at,9.72E-01,2.65E-03,3.79E-02
1624464_s_at,1.02E-01,2.66E-03,3.80E-02
1629898_s_at,1.14E-01,2.66E-03,3.80E-02
1624919_at,-8.44E-02,2.67E-03,3.80E-02
1636747_at,-1.29E-01,2.67E-03,3.81E-02
1640572_at,-1.05E-01,2.68E-03,3.81E-02
1633487_at,-1.01E-01,2.68E-03,3.81E-02
1630454_at,-9.40E-02,2.69E-03,3.82E-02
1631515_at,-8.65E-02,2.69E-03,3.82E-02
1623173_at,-3.10E-01,2.69E-03,3.82E-02
1631145_at,-1.74E-01,2.69E-03,3.82E-02
1637971_a_at,1.99E-01,2.69E-03,3.82E-02
1625503_at,-1.98E-01,2.70E-03,3.82E-02
1628646_at,1.42E-01,2.70E-03,3.83E-02
1629861_at,-1.14E-01,2.71E-03,3.84E-02
1624905_at,7.14E-02,2.71E-03,3.84E-02
1625053_at,3.44E-01,2.72E-03,3.85E-02
1623289_at,-2.50E-01,2.73E-03,3.86E-02
1631806_at,-3.15E-01,2.74E-03,3.87E-02
1634839_at,9.65E-02,2.75E-03,3.87E-02
1626303_s_at,-2.86E-01,2.77E-03,3.90E-02
1638042_at,-1.04E-01,2.77E-03,3.90E-02
1631983_at,-1.14E-01,2.79E-03,3.92E-02
1623596_at,-1.01E-01,2.79E-03,3.92E-02
1632533_at,1.32E-01,2.79E-03,3.93E-02
1635293_s_at,-9.34E-02,2.82E-03,3.96E-02
1631787_at,1.48E-01,2.83E-03,3.96E-02
AFFX-Dm-O65372_at,-8.28E-02,2.84E-03,3.97E-02
1636677_s_at,-1.16E-01,2.85E-03,4.00E-02
1630859_s_at,1.38E-01,2.86E-03,4.00E-02
1631674_at,1.15E-01,2.86E-03,4.00E-02
1631619_a_at,-1.30E-01,2.87E-03,4.01E-02
1638820_at,1.47E-01,2.87E-03,4.01E-02
1627181_at,-1.17E-01,2.87E-03,4.01E-02
1627948_at,1.82E-01,2.87E-03,4.01E-02
1624741_at,-9.68E-02,2.88E-03,4.01E-02
1626853_a_at,-1.57E-01,2.89E-03,4.03E-02
1630532_at,3.08E-01,2.90E-03,4.04E-02
1634679_at,-1.18E-01,2.90E-03,4.04E-02
1627462_a_at,9.12E-02,2.91E-03,4.05E-02
1628570_at,-1.50E-01,2.93E-03,4.07E-02
1629385_s_at,-1.17E-01,2.95E-03,4.09E-02
1640435_at,-5.08E-02,2.96E-03,4.11E-02
1627417_s_at,-1.37E-01,2.97E-03,4.11E-02
1638425_at,1.43E-01,2.97E-03,4.11E-02
1637736_a_at,-8.55E-02,2.97E-03,4.11E-02
1634525_at,-5.16E-01,2.97E-03,4.11E-02
1640065_at,1.79E-01,2.98E-03,4.12E-02
1641010_at,4.05E-01,2.99E-03,4.12E-02
1641451_at,-1.58E-01,2.99E-03,4.12E-02
1635176_at,-9.37E-02,2.99E-03,4.12E-02
1629538_s_at,3.25E-01,2.99E-03,4.12E-02
1639495_at,2.14E-01,3.00E-03,4.12E-02
1625240_at,-1.10E-01,3.00E-03,4.13E-02
1637313_at,-1.41E-01,3.01E-03,4.14E-02
1632367_at,1.16E-01,3.02E-03,4.14E-02
1641389_at,-1.50E-01,3.02E-03,4.15E-02
1624050_at,-9.15E-02,3.04E-03,4.17E-02
1634127_a_at,2.01E-01,3.06E-03,4.19E-02
1637370_at,1.85E-01,3.07E-03,4.20E-02
1636481_s_at,-1.12E-01,3.07E-03,4.20E-02
1631618_s_at,9.45E-02,3.08E-03,4.21E-02
1624684_at,-1.07E-01,3.08E-03,4.21E-02
1641165_s_at,-9.57E-02,3.10E-03,4.23E-02
1640282_at,1.07E-01,3.11E-03,4.24E-02
1624321_at,9.64E-02,3.13E-03,4.26E-02
1626370_at,8.15E-02,3.13E-03,4.26E-02
1638344_at,-9.86E-02,3.14E-03,4.27E-02
1641581_at,-1.39E-01,3.18E-03,4.32E-02
1627176_at,-1.68E-01,3.19E-03,4.34E-02
1632969_at,1.99E-01,3.19E-03,4.34E-02
1636073_at,1.27E-01,3.20E-03,4.34E-02
1635944_a_at,-5.82E-02,3.20E-03,4.34E-02
1640339_at,-7.95E-02,3.20E-03,4.34E-02
1639539_at,1.77E-01,3.20E-03,4.34E-02
1638835_at,-9.37E-02,3.22E-03,4.35E-02
1634059_at,-9.20E-02,3.23E-03,4.36E-02
1625795_a_at,-1.24E-01,3.23E-03,4.37E-02
1629070_at,-2.63E-01,3.23E-03,4.37E-02
1641294_a_at,-1.68E-01,3.25E-03,4.39E-02
1633499_at,-2.08E-01,3.29E-03,4.43E-02
1637861_at,-1.06E-01,3.29E-03,4.43E-02
1640131_a_at,8.72E-02,3.29E-03,4.43E-02
1632922_at,1.66E-01,3.29E-03,4.43E-02
1629714_at,-1.71E-01,3.30E-03,4.44E-02
1625468_at,-1.51E-01,3.31E-03,4.44E-02
1626659_at,1.30E-01,3.31E-03,4.44E-02
1633535_at,8.54E-02,3.33E-03,4.48E-02
1628099_at,1.21E-01,3.34E-03,4.48E-02
1625189_at,-1.22E-01,3.36E-03,4.50E-02
1636488_at,-1.21E-01,3.38E-03,4.53E-02
1630367_at,-1.09E-01,3.39E-03,4.53E-02
1629079_at,-1.46E-01,3.39E-03,4.54E-02
1639023_at,9.01E-02,3.41E-03,4.56E-02
1633983_a_at,1.09E-01,3.41E-03,4.56E-02
1637364_at,-1.38E-01,3.43E-03,4.57E-02
1640181_at,-1.25E-01,3.44E-03,4.59E-02
1630557_at,9.10E-02,3.45E-03,4.60E-02
1639979_at,-1.38E-01,3.45E-03,4.60E-02
1627354_at,1.27E-01,3.46E-03,4.61E-02
1636362_at,-1.07E-01,3.47E-03,4.61E-02
1625059_at,-1.29E-01,3.48E-03,4.63E-02
1641309_s_at,1.29E-01,3.50E-03,4.65E-02
1640147_at,-1.56E-01,3.51E-03,4.65E-02
1625628_at,-1.23E-01,3.52E-03,4.66E-02
1633751_at,7.75E-02,3.52E-03,4.66E-02
1635674_at,1.62E-01,3.52E-03,4.66E-02
1640341_s_at,9.04E-02,3.53E-03,4.67E-02
1636919_at,-1.06E-01,3.54E-03,4.68E-02
1634288_at,-1.79E-01,3.54E-03,4.68E-02
1633264_at,1.85E-01,3.54E-03,4.68E-02
1625735_at,-1.05E-01,3.55E-03,4.68E-02
1623440_at,-2.01E-01,3.55E-03,4.68E-02
1633295_a_at,-9.41E-02,3.55E-03,4.68E-02
1625047_at,7.94E-02,3.57E-03,4.70E-02
1638909_at,-9.07E-02,3.57E-03,4.70E-02
1628758_at,-1.02E-01,3.57E-03,4.70E-02
1636423_at,-1.72E-01,3.57E-03,4.70E-02
1624990_at,-9.62E-02,3.58E-03,4.70E-02
1639136_s_at,1.85E-01,3.59E-03,4.72E-02
1640306_at,-2.24E-01,3.60E-03,4.72E-02
1632576_at,1.26E-01,3.60E-03,4.72E-02
1629891_at,-8.50E-02,3.61E-03,4.73E-02
1623275_at,1.82E-01,3.64E-03,4.77E-02
1640511_at,-1.56E-01,3.65E-03,4.77E-02
1636415_at,-1.13E-01,3.66E-03,4.78E-02
1640716_at,-1.82E-01,3.67E-03,4.79E-02
1637386_at,1.35E-01,3.67E-03,4.79E-02
1630770_at,1.45E-01,3.69E-03,4.81E-02
1630109_at,2.59E-01,3.69E-03,4.81E-02
1626289_at,-6.04E-02,3.69E-03,4.81E-02
1627624_s_at,-1.24E-01,3.70E-03,4.82E-02
1637029_at,-1.14E-01,3.71E-03,4.82E-02
1624168_at,8.49E-02,3.74E-03,4.86E-02
1636490_at,-3.09E-01,3.75E-03,4.86E-02
1628260_at,-1.35E-01,3.75E-03,4.86E-02
1625415_at,-1.13E-01,3.75E-03,4.86E-02
1634471_at,1.68E-01,3.75E-03,4.87E-02
1635886_s_at,4.22E-01,3.76E-03,4.88E-02
1626163_s_at,7.68E-02,3.77E-03,4.88E-02
1624253_at,-1.14E-01,3.78E-03,4.90E-02
1632590_at,1.43E-01,3.79E-03,4.90E-02
1635970_at,-7.42E-02,3.81E-03,4.92E-02
1633792_a_at,8.66E-02,3.82E-03,4.93E-02
1633439_at,-1.75E-01,3.82E-03,4.93E-02
1633937_at,-9.06E-02,3.83E-03,4.94E-02
1637418_at,-1.01E-01,3.84E-03,4.94E-02
1639895_at,6.76E-02,3.84E-03,4.94E-02
1628688_at,1.69E-01,3.86E-03,4.97E-02
1634187_x_at,3.36E-01,3.86E-03,4.97E-02
1636611_at,3.60E-01,3.86E-03,4.97E-02
1633471_at,-1.82E-01,3.87E-03,4.97E-02
1629981_at,-1.14E-01,3.88E-03,4.98E-02
1631911_at,-1.44E-01,3.90E-03,5.00E-02
